Mo,Nb,Ta,V,W,FCC_L12,BCC_B2
0.15,0.3,0.25,0.1,0.2,0,1.0
0.15,0.3,0.25,0.15,0.15,0,1.0
0.15,0.3,0.3,0.05,0.2,0,1.0
0.15,0.3,0.3,0.1,0.15,0,1.0
0.15,0.3,0.3,0.15,0.1,0,1.0
0.15,0.3,0.35,0.05,0.15,0,1.0
0.15,0.3,0.35,0.1,0.1,0,1.0
0.15,0.3,0.35,0.15,0.05,0,1.0
0.15,0.35,0.05,0.1,0.35,0,1.0
0.15,0.35,0.1,0.05,0.35,0,1.0
0.15,0.35,0.1,0.1,0.3,0,1.0
0.15,0.35,0.15,0.05,0.3,0,1.0
0.15,0.35,0.15,0.1,0.25,0,1.0
0.15,0.35,0.2,0.05,0.25,0,1.0
0.15,0.35,0.2,0.1,0.2,0,1.0
0.15,0.35,0.2,0.15,0.15,0,1.0
0.15,0.35,0.25,0.05,0.2,0,1.0
0.15,0.35,0.25,0.1,0.15,0,1.0
0.15,0.35,0.25,0.15,0.1,0,1.0
0.15,0.35,0.3,0.05,0.15,0,1.0
0.15,0.35,0.3,0.1,0.1,0,1.0
0.15,0.35,0.3,0.15,0.05,0,1.0
0.15,0.35,0.35,0.05,0.1,0,1.0
0.15,0.35,0.35,0.1,0.05,0,1.0
0.2,0.05,0.3,0.1,0.35,0,1.0
0.2,0.05,0.35,0.05,0.35,0,1.0
0.2,0.05,0.35,0.1,0.3,0,1.0
0.2,0.05,0.35,0.15,0.25,0,1.0
0.2,0.1,0.25,0.1,0.35,0,1.0
0.2,0.1,0.3,0.05,0.35,0,1.0
0.2,0.1,0.3,0.1,0.3,0,1.0
0.2,0.1,0.35,0.05,0.3,0,1.0
0.2,0.1,0.35,0.1,0.25,0,1.0
0.2,0.1,0.35,0.15,0.2,0,1.0
0.2,0.15,0.2,0.1,0.35,0,1.0
0.2,0.15,0.25,0.05,0.35,0,1.0
0.2,0.15,0.25,0.1,0.3,0,1.0
0.2,0.15,0.3,0.05,0.3,0,1.0
0.2,0.15,0.3,0.1,0.25,0,1.0
0.2,0.15,0.35,0.05,0.25,0,1.0
0.2,0.15,0.35,0.1,0.2,0,1.0
0.2,0.15,0.35,0.15,0.15,0,1.0
0.2,0.2,0.15,0.1,0.35,0,1.0
0.2,0.2,0.2,0.05,0.35,0,1.0
0.2,0.2,0.2,0.1,0.3,0,1.0
0.2,0.2,0.25,0.05,0.3,0,1.0
0.2,0.2,0.25,0.1,0.25,0,1.0
0.2,0.2,0.3,0.05,0.25,0,1.0
0.2,0.2,0.3,0.1,0.2,0,1.0
0.2,0.2,0.35,0.05,0.2,0,1.0
0.2,0.2,0.35,0.1,0.15,0,1.0
0.2,0.2,0.35,0.15,0.1,0,1.0
0.2,0.25,0.1,0.1,0.35,0,1.0
0.2,0.25,0.15,0.05,0.35,0,1.0
0.2,0.25,0.15,0.1,0.3,0,1.0
0.2,0.25,0.2,0.05,0.3,0,1.0
0.2,0.25,0.2,0.1,0.25,0,1.0
0.2,0.25,0.25,0.05,0.25,0,1.0
0.2,0.25,0.25,0.1,0.2,0,1.0
0.2,0.25,0.3,0.05,0.2,0,1.0
0.2,0.25,0.3,0.1,0.15,0,1.0
0.2,0.25,0.35,0.05,0.15,0,1.0
0.2,0.25,0.35,0.1,0.1,0,1.0
0.2,0.25,0.35,0.15,0.05,0,1.0
0.2,0.3,0.05,0.1,0.35,0,1.0
0.2,0.3,0.1,0.05,0.35,0,1.0
0.2,0.3,0.1,0.1,0.3,0,1.0
0.2,0.3,0.15,0.05,0.3,0,1.0
0.2,0.3,0.15,0.1,0.25,0,1.0
0.2,0.3,0.2,0.05,0.25,0,1.0
0.2,0.3,0.2,0.1,0.2,0,1.0
0.2,0.3,0.25,0.05,0.2,0,1.0
0.2,0.3,0.25,0.1,0.15,0,1.0
0.2,0.3,0.3,0.05,0.15,0,1.0
0.2,0.3,0.3,0.1,0.1,0,1.0
0.2,0.3,0.35,0.05,0.1,0,1.0
0.2,0.3,0.35,0.1,0.05,0,1.0
0.2,0.35,0.05,0.05,0.35,0,1.0
0.2,0.35,0.05,0.1,0.3,0,1.0
0.2,0.35,0.1,0.05,0.3,0,1.0
0.2,0.35,0.1,0.1,0.25,0,1.0
0.2,0.35,0.15,0.05,0.25,0,1.0
0.2,0.35,0.15,0.1,0.2,0,1.0
0.2,0.35,0.2,0.05,0.2,0,1.0
0.2,0.35,0.2,0.1,0.15,0,1.0
0.2,0.35,0.25,0.05,0.15,0,1.0
0.2,0.35,0.25,0.1,0.1,0,1.0
0.2,0.35,0.3,0.05,0.1,0,1.0
0.2,0.35,0.3,0.1,0.05,0,1.0
0.2,0.35,0.35,0.05,0.05,0,1.0
0.25,0.05,0.3,0.05,0.35,0,1.0
0.25,0.05,0.3,0.1,0.3,0,1.0
0.25,0.05,0.35,0.05,0.3,0,1.0
0.25,0.05,0.35,0.1,0.25,0,1.0
0.25,0.1,0.2,0.1,0.35,0,1.0
0.25,0.1,0.25,0.05,0.35,0,1.0
0.25,0.1,0.25,0.1,0.3,0,1.0
0.25,0.1,0.3,0.05,0.3,0,1.0
0.25,0.1,0.3,0.1,0.25,0,1.0
0.25,0.1,0.35,0.05,0.25,0,1.0
0.25,0.1,0.35,0.1,0.2,0,1.0
0.25,0.15,0.15,0.1,0.35,0,1.0
0.25,0.15,0.2,0.05,0.35,0,1.0
0.25,0.15,0.2,0.1,0.3,0,1.0
0.25,0.15,0.25,0.05,0.3,0,1.0
0.25,0.15,0.25,0.1,0.25,0,1.0
0.25,0.15,0.3,0.05,0.25,0,1.0
0.25,0.15,0.3,0.1,0.2,0,1.0
0.25,0.15,0.35,0.05,0.2,0,1.0
0.25,0.15,0.35,0.1,0.15,0,1.0
0.25,0.2,0.1,0.1,0.35,0,1.0
0.25,0.2,0.15,0.05,0.35,0,1.0
0.25,0.2,0.15,0.1,0.3,0,1.0
0.25,0.2,0.2,0.05,0.3,0,1.0
0.25,0.2,0.2,0.1,0.25,0,1.0
0.25,0.2,0.25,0.05,0.25,0,1.0
0.25,0.2,0.25,0.1,0.2,0,1.0
0.25,0.2,0.3,0.05,0.2,0,1.0
0.25,0.2,0.3,0.1,0.15,0,1.0
0.25,0.2,0.35,0.05,0.15,0,1.0
0.25,0.2,0.35,0.1,0.1,0,1.0
0.25,0.25,0.05,0.1,0.35,0,1.0
0.25,0.25,0.1,0.05,0.35,0,1.0
0.25,0.25,0.15,0.05,0.3,0,1.0
0.25,0.25,0.2,0.05,0.25,0,1.0
0.25,0.25,0.2,0.1,0.2,0,1.0
0.25,0.25,0.25,0.05,0.2,0,1.0
0.25,0.25,0.25,0.1,0.15,0,1.0
0.25,0.25,0.3,0.05,0.15,0,1.0
0.25,0.25,0.3,0.1,0.1,0,1.0
0.25,0.25,0.35,0.05,0.1,0,1.0
0.25,0.25,0.35,0.1,0.05,0,1.0
0.25,0.3,0.05,0.05,0.35,0,1.0
0.25,0.3,0.1,0.05,0.3,0,1.0
0.25,0.3,0.15,0.05,0.25,0,1.0
0.25,0.3,0.2,0.05,0.2,0,1.0
0.25,0.3,0.25,0.05,0.15,0,1.0
0.25,0.3,0.25,0.1,0.1,0,1.0
0.25,0.3,0.3,0.05,0.1,0,1.0
0.25,0.3,0.3,0.1,0.05,0,1.0
0.25,0.3,0.35,0.05,0.05,0,1.0
0.25,0.35,0.05,0.05,0.3,0,1.0
0.25,0.35,0.1,0.05,0.25,0,1.0
0.25,0.35,0.15,0.05,0.2,0,1.0
0.25,0.35,0.2,0.05,0.15,0,1.0
0.25,0.35,0.25,0.05,0.1,0,1.0
0.25,0.35,0.25,0.1,0.05,0,1.0
0.25,0.35,0.3,0.05,0.05,0,1.0
0.3,0.05,0.25,0.05,0.35,0,1.0
0.3,0.05,0.3,0.05,0.3,0,1.0
0.3,0.05,0.35,0.05,0.25,0,1.0
0.3,0.05,0.35,0.1,0.2,0,1.0
0.3,0.1,0.2,0.05,0.35,0,1.0
0.3,0.1,0.25,0.05,0.3,0,1.0
0.3,0.1,0.3,0.05,0.25,0,1.0
0.3,0.1,0.35,0.05,0.2,0,1.0
0.3,0.1,0.35,0.1,0.15,0,1.0
0.3,0.15,0.15,0.05,0.35,0,1.0
0.3,0.15,0.2,0.05,0.3,0,1.0
0.3,0.15,0.25,0.05,0.25,0,1.0
0.3,0.15,0.3,0.05,0.2,0,1.0
0.3,0.15,0.35,0.05,0.15,0,1.0
0.3,0.15,0.35,0.1,0.1,0,1.0
0.3,0.2,0.1,0.05,0.35,0,1.0
0.3,0.2,0.15,0.05,0.3,0,1.0
0.3,0.2,0.2,0.05,0.25,0,1.0
0.3,0.2,0.25,0.05,0.2,0,1.0
0.3,0.2,0.3,0.05,0.15,0,1.0
0.3,0.2,0.3,0.1,0.1,0,1.0
0.3,0.2,0.35,0.05,0.1,0,1.0
0.3,0.2,0.35,0.1,0.05,0,1.0
0.3,0.25,0.05,0.05,0.35,0,1.0
0.3,0.25,0.1,0.05,0.3,0,1.0
0.3,0.25,0.15,0.05,0.25,0,1.0
0.3,0.25,0.2,0.05,0.2,0,1.0
0.3,0.25,0.25,0.05,0.15,0,1.0
0.3,0.25,0.3,0.05,0.1,0,1.0
0.3,0.25,0.3,0.1,0.05,0,1.0
0.3,0.25,0.35,0.05,0.05,0,1.0
0.3,0.3,0.05,0.05,0.3,0,1.0
0.3,0.3,0.1,0.05,0.25,0,1.0
0.3,0.3,0.15,0.05,0.2,0,1.0
0.3,0.3,0.2,0.05,0.15,0,1.0
0.3,0.3,0.25,0.05,0.1,0,1.0
0.3,0.3,0.3,0.05,0.05,0,1.0
0.3,0.35,0.05,0.05,0.25,0,1.0
0.3,0.35,0.1,0.05,0.2,0,1.0
0.3,0.35,0.15,0.05,0.15,0,1.0
0.3,0.35,0.2,0.05,0.1,0,1.0
0.3,0.35,0.25,0.05,0.05,0,1.0
0.35,0.05,0.2,0.05,0.35,0,1.0
0.35,0.05,0.25,0.05,0.3,0,1.0
0.35,0.05,0.3,0.05,0.25,0,1.0
0.35,0.05,0.35,0.05,0.2,0,1.0
0.35,0.1,0.15,0.05,0.35,0,1.0
0.35,0.1,0.2,0.05,0.3,0,1.0
0.35,0.1,0.25,0.05,0.25,0,1.0
0.35,0.1,0.3,0.05,0.2,0,1.0
0.35,0.1,0.35,0.05,0.15,0,1.0
0.35,0.15,0.1,0.05,0.35,0,1.0
0.35,0.15,0.15,0.05,0.3,0,1.0
0.35,0.15,0.2,0.05,0.25,0,1.0
0.35,0.15,0.25,0.05,0.2,0,1.0
0.35,0.15,0.3,0.05,0.15,0,1.0
0.35,0.15,0.35,0.05,0.1,0,1.0
0.35,0.15,0.35,0.1,0.05,0,1.0
0.35,0.2,0.05,0.05,0.35,0,1.0
0.35,0.2,0.1,0.05,0.3,0,1.0
0.35,0.2,0.15,0.05,0.25,0,1.0
0.35,0.2,0.2,0.05,0.2,0,1.0
0.35,0.2,0.25,0.05,0.15,0,1.0
0.35,0.2,0.3,0.05,0.1,0,1.0
0.35,0.2,0.3,0.1,0.05,0,1.0
0.35,0.2,0.35,0.05,0.05,0,1.0
0.35,0.25,0.05,0.05,0.3,0,1.0
0.35,0.25,0.1,0.05,0.25,0,1.0
0.35,0.25,0.15,0.05,0.2,0,1.0
0.35,0.25,0.2,0.05,0.15,0,1.0
0.35,0.25,0.25,0.05,0.1,0,1.0
0.35,0.25,0.3,0.05,0.05,0,1.0
0.35,0.3,0.05,0.05,0.25,0,1.0
0.35,0.3,0.1,0.05,0.2,0,1.0
0.35,0.3,0.15,0.05,0.15,0,1.0
0.35,0.3,0.2,0.05,0.1,0,1.0
0.35,0.3,0.25,0.05,0.05,0,1.0
0.35,0.35,0.05,0.05,0.2,0,1.0
0.35,0.35,0.1,0.05,0.15,0,1.0
0.35,0.35,0.15,0.05,0.1,0,1.0
0.35,0.35,0.2,0.05,0.05,0,1.0
0.3,0.2,0.3,0.15,0.05,0,0.94194089
0.25,0.3,0.25,0.15,0.05,0,0.94097071
0.2,0.3,0.05,0.15,0.3,0,0.79588086
0.1,0.35,0.15,0.25,0.15,0,0.7924591
0.15,0.15,0.2,0.2,0.3,0,0.77639936
0.05,0.2,0.2,0.35,0.2,0,0.77097481
0.15,0.25,0.15,0.2,0.25,0,0.76988225
0.3,0.35,0.05,0.2,0.1,0,0.76950609
0.35,0.3,0.05,0.2,0.1,0,0.76774529
0.1,0.05,0.3,0.3,0.25,0,0.76661058
0.2,0.35,0.1,0.2,0.15,0,0.76645947
0.15,0.15,0.25,0.25,0.2,0,0.76583709
0.25,0.25,0.05,0.15,0.3,0,0.76556406
0.15,0.05,0.3,0.25,0.25,0,0.7647136
0.15,0.35,0.1,0.2,0.2,0,0.7623265
0.15,0.25,0.2,0.25,0.15,0,0.76176393
0.15,0.35,0.15,0.25,0.1,0,0.76131687
0.35,0.05,0.2,0.15,0.25,0,0.7571274
0.1,0.15,0.25,0.3,0.2,0,0.75599661
0.1,0.3,0.15,0.25,0.2,0,0.7549951
0.25,0.3,0.1,0.2,0.15,0,0.75277012
0.2,0.15,0.25,0.25,0.15,0,0.74819169
0.25,0.15,0.2,0.2,0.2,0,0.74658691
0.3,0.2,0.05,0.15,0.3,0,0.7461767
0.15,0.2,0.25,0.3,0.1,0,0.74609471
0.1,0.15,0.2,0.25,0.3,0,0.74468294
0.3,0.25,0.1,0.2,0.15,0,0.74365779
0.15,0.1,0.3,0.3,0.15,0,0.74283355
0.2,0.15,0.2,0.2,0.25,0,0.74183936
0.25,0.35,0.05,0.2,0.15,0,0.74102284
0.3,0.15,0.1,0.15,0.3,0,0.74090344
0.05,0.05,0.25,0.35,0.3,0,0.73942234
0.3,0.05,0.2,0.15,0.3,0,0.73905604
0.2,0.3,0.15,0.25,0.1,0,0.73833145
0.3,0.1,0.15,0.15,0.3,0,0.73763664
0.2,0.1,0.3,0.3,0.1,0,0.7368039
0.1,0.25,0.2,0.3,0.15,0,0.73666849
0.3,0.3,0.05,0.2,0.15,0,0.73531912
0.2,0.3,0.1,0.2,0.2,0,0.73386078
0.2,0.05,0.3,0.25,0.2,0,0.73386034
0.3,0.05,0.25,0.2,0.2,0,0.73260607
0.3,0.15,0.2,0.25,0.1,0,0.73212519
0.1,0.1,0.3,0.35,0.15,0,0.73173123
